"date","month","title","cleaned_text","publisher","topic"
2023-11-01,"Nov 2023","New York Times Writer Resigns After Signing Letter Protesting the Israel-Gaza War","new york time writer resign sign letter protest israel-gaza war","The New York Times","Israel Conflict"
2024-05-01,"May 2024","New York Times, ProPublica Among Winners of Pulitzer Prizes; Reporting addressed the Supreme Court, Israel-Hamas war and child-migrant labor","new york time propublica among winner pulitzer prize report address supreme court israel-hamas war child-migrant labor","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","No One Wants Ukraine to Win; Trump opposes the aid package, while Biden never calls for an outright victory.","one want ukraine win trump oppose aid package biden never call outright victory","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Nods and Nudges: How U.S. Is Pressing Israel to Rein in Gaza Assault","nod nudge u.s press israel rein gaza assault","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","North Korea's Missiles Are Being Tested on the Battlefields of Ukraine; Russian use of weapons supplied by the Kim Jong Un regime could boost Pyongyang's illicit-arms business","north korea's missile test battlefield ukraine russian use weapon supply kim jong un regime boost pyongyang's illicit-arms business","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","Not the First Time Biden Has Threatened Israel; Menachem Begin's reply in 1982 should have made clear that Israel will defend itself with or without America's help.","first time biden threaten israel menachem begin's reply 1982 make clear israel will defend without america's help","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Now It's Up to Europe to Take the Lead in Ukraine; Continental security can no longer be outsourced to the U.S., which may soon have other wars to fight.","now europe take lead ukraine continental security can long outsource u.s may soon war fight","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","Ocasio-Cortez Backs N.Y. Bill Limiting Donations to Israeli Settlements","ocasio-cortez back n.y bill limit donation israeli settlement","The New York Times","Israel Conflict"
2024-05-01,"May 2024","Oil Holds Steady After Israel Seizes Control of Rafah Crossing","oil hold steady israel seize control rafah cross","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","On Israel, Biden Is No Reagan; The current president's arms embargo is a betrayal and puts the Jewish state in much greater danger.","israel biden reagan current president's arm embargo betrayal put jewish state much great danger","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","On Surprise Visit to Ukraine, Blinken Reassures Zelensky of U.S. Support","surprise visit ukraine blinken reassure zelensky u.s support","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","On Ukraine's Front Line, Soldiers Are Forced to Tune In to Washington Politics; Troops ration ammuni tion and watch as U.S. aid package struggles through Congress; 'McConnell is not a bad dude'","ukraine's front line soldier force tune washington politic troop ration ammuni tion watch u.s aid package struggle congress mcconnell bad dude","Wall_Street_News","Ukraine Conflict"
2024-06-01,"Jun 2024","One Family Was All In on Biden. Now They're Divided Over Gaza. U.S. support for Israel's war effort and the humanitarian crisis in Gaza have added a new dimension to the presidential election","one family biden now divide gaza u.s support israel's war effort humanitarian crisis gaza add new dimension presidential election","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Osama bin Laden, Antisemitism and a Viral Tweet: Why TikTok Is Facing Its Biggest Threat; Critics are renewing calls for a ban, saying the app is anti-Israel, which the company denies","osama bin lade antisemitism viral tweet tiktok face big threat critic renew call ban say app anti-israel company deny","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Outrage Over Slain Aid Workers Deepens Democratic Resistance to Arming Israel","outrage slay aid worker deepen democratic resistance arm israel","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Over 800 Officials in U.S. and Europe Sign Letter Protesting Israel Policies","800 official u.s europe sign letter protest israel policy","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","Palestinian Americans’ Lawsuit in Oakland Seeks to Halt U.S. Support for Israel","palestinian american lawsuit oakland seek halt u.s support israel","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Palestinians Brace for Fresh Israeli Offensive in Southern Gaza; Israel is preparing to push into Rafah, a gateway for humanitarian aid and the only major city in Gaza yet to be targeted by ground forces","palestinian brace fresh israeli offensive southern gaza israel prepare push rafah gateway humanitarian aid major city gaza yet target grind force","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Palestinians Face Harrowing Hunt for Safety as War Intensifies; Israel urges civilians to move out of harm's way, while families in Gaza say 'there's nowhere else to go'","palestinian face harrow hunt safety war intensify israel urge civilian move harm's way family gaza say nowhere else go","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Palestinians Flee Northern Gaza as Israel Tightens Siege; U.N. says exodus of civilians from besieged northern Gaza is accelerating amid concerns about forced displacement","palestinian flee northern gaza israel tighten siege u.n say exodus civilian besiege northern gaza accelerate amid concern force displacement","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Palestinians Thought a Cease-Fire Had Been Clinched. Then the Tanks Rolled In. On-and-off talks to pause the fighting between Israel and Hamas are sending Gazans on an emotional roller coaster","palestinian think cease-fire clinch tank roll on-and-off talk pause fight israel hamas send gazans emotional roller coaster","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Peace in Ukraine","peace ukraine","The New York Times","Ukraine Conflict"
2023-12-01,"Dec 2023","Penn President, Board Chair Resign After Furor Over Comments on Campus Antisemitism; The leaders of the Ivy League school are the highest-profile casualties of debates roiling colleges in wake of Israel-Hamas war","penn president board chair resign furor comment campus antisemitism leader ivy league school highest-profile casualty debate roil college wake israel-hamas war","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Pentagon Announces Additional $6 Billion in Military Aid for Ukraine","pentagon announce additional billion military aid ukraine","The New York Times","Ukraine Conflict"
2023-12-01,"Dec 2023","Pentagon’s New Plans to Reduce Civilian Deaths Leave Questions Over Israel","pentagon’s new plan reduce civilian death leave question israel","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","Perils for Israel, Refugees Grow --- Military faces vast maze of tunnels, Palestinians crowd into south, and international outcry rises over death toll","peril israel refugee grow military face vast maze tunnel palestinian crowd south international outcry rise death toll","Wall_Street_News","Israel Conflict"
2024-06-01,"Jun 2024","Plenty of Food Aid Is Getting to Gaza; More, in fact, than before the war. If Palestinians are starving, it is Hamas's fault, not Israel's.","plenty food aid get gaza fact war palestinian starve hamas's fault israel's","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Police Investigate Death of Jewish Man at Pro-Israel, Pro-Palestinian Rallies Near Los Angeles; Sheriff's office hasn't ruled out a possible hate crime in death of Paul Kessler","police investigate death jewish man pro-israel pro-palestinian rally near los angeles sheriff's office rule possible hate crime death paul kessler","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Political Frictions Unsettle Ukraine as It Seeks More Military Support","political friction unsettle ukraine seek military support","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Pressure on Israel's Netanyahu Grows With New Protests for a Hostage Deal; Talks over hostages held in Gaza, plus debate over drafting the ultra-Orthodox, strain prime minister's coalition","pressure israel's netanyahu grow new protest hostage deal talk hostage hold gaza plus debate draft ultra-orthodox strain prime minister's coalition","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Prevailing on Ukraine Funding, McConnell Took Political Hits","prevail ukraine fund mcconnell take political hit","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Pro-Israel Lobby Faces Challenges Amid Gaza War and Shifting Politics","pro-israel lobby face challenge amid gaza war shift politic","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Pro-Palestinian Activists Dig In and Fan Out, as D.C. Pivots Toward Israel; Protesters are eyeing the Democratic National Convention in August as they try to keep up the pressure on lawmakers","pro-palestinian activist dig fan d.c pivot toward israel protester eye democratic national convention august try keep pressure lawmaker","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Prominent Black Church Leaders Call for End of U.S. Aid to Israel","prominent black church leader call end u.s aid israel","The New York Times","Israel Conflict"
2024-05-01,"May 2024","Prosecuting Netanyahu Has Risks for International Criminal Court; U.S. support for ICC, which grew with Ukraine investigation, is collapsing after prosecutor targets Israeli leaders","prosecute netanyahu risk international criminal court u.s support icc grow ukraine investigation collapse prosecutor target israeli leader","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Protesters Are Demanding Colleges Divest From Israel. Here's Why That's Not Happening. University administrators have steered clear of activists' arguments that Israel is committing genocide. Endowment chiefs say divesting would set a questionable precedent.","protester demand college divest israel happen university administrator steer clear activist argument israel commit genocide endowment chief say divest set questionable precedent","Wall_Street_News","Israel Conflict"
2024-06-01,"Jun 2024","Putin's Existential Problem: Not Enough Russians; Russia's population has been in decline for years, and the war in Ukraine has made matters worse","putin's existential problem enough russian russia's population decline year war ukraine make matter bad","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","Putin's Warped Wartime Economy, as Seen Through a Carton of Eggs; Egg inflation is latest symptom of painful trade-offs Moscow has made to fund its onslaught on Ukraine","putin's warp wartime economy see carton egg egg inflation late symptom painful trade-off moscow make fund onslaught ukraine","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Questions Persist as Israel Signals Support for More Aid for Gaza","question persist israel signal support aid gaza","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Rally in Michigan Urges Protest Vote Against Biden’s Israel Policies","rally michigan urge protest vote biden’s israel policy","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Readers Critiques Biden's Case for Aiding Ukraine; They're unimpressed with his foreign policy and economics.","reader critique biden's case aid ukraine unimpressed foreign policy economics","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Republicans Block Aid Bill For Ukraine --- Failure to pass package for Kyiv and Israel raises stakes on U.S. border talks","republican block aid bill ukraine failure pass package kyiv israel raise stake u.s border talk","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Republicans Block Aid to Ukraine, Jeopardizing Its Fight Against Russia","republican block aid ukraine jeopardize fight russia","The New York Times","Ukraine Conflict"
2024-05-01,"May 2024","Republicans Force Democrats to Take Sides on Biden's Israel Policy; House passes bill to reverse decision on paused bomb shipment, but measure has no future in Senate","republican force democrat take side biden's israel policy house pass bill reverse decision pause bomb shipment measure future senate","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Republicans Hold the U.S.-Mexico Border as a Bargaining Chip for Ukraine Aid","republican hold u.s mexico border bargain chip ukraine aid","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Republicans Savage Border and Ukraine Deal, Threatening Its Survival","republican savage border ukraine deal threaten survival","The New York Times","Ukraine Conflict"
2024-06-01,"Jun 2024","Republicans Shouldn't Be Throwing Stones on Ukraine; Before criticizing Biden, they would have to explain why they blocked aid for many months.","republican throw stone ukraine criticize biden explain block aid many month","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Restaurant Giants Cite Misinformation Over Israel-Hamas War for Sales Hit; McDonald's weakness in Middle East is offset by higher U.S. sales, which were boosted by menu prices and promotions","restaurant giant cite misinformation israel-hamas war sale hit mcdonald's weakness middle east offset high u.s sale boost menu price promotion","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","REVIEW --- Weekend Confidential: Sharon Brous --- An influential Los Angeles rabbi takes a risky stand: Criticizing Israel's 'extremist' leaders for their treatment of Palestinians while decrying Hamas.","review weekend confidential sharon brous influential los angeles rabbi take risky stand criticize israel's extremist leader treatment palestinian decry hamas","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Riding Rage Over Israel to Online Prominence","ride rage israel online prominence","The New York Times","Israel Conflict"
2024-06-01,"Jun 2024","Risk of War Between Israel and Hezbollah Builds as Clashes Escalate; Despite efforts to keep hostilities in check, officials on both sides are sounding warnings","risk war israel hezbollah build clash escalate despite effort keep hostility check official side sound warning","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Rivalries Divide Israel's War Cabinet --- Netanyahu, defe nse minister, ex-chief of military are at odds over Gaza tactics","rivalry divide israel's war cabinet netanyahu defe nse minister ex-chief military odd gaza tactic","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","Rock Band Opposed to Russia's War in Ukraine Fights Deportation From Thailand; Human-rights advocates say the group's detention signals to antiwar artists and dissidents residing abroad that they can run but can't hide","rock band oppose russia's war ukraine fight deportation thailand human-rights advocate say group's detention signal antiwar artist dissident reside abroad can run hide","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Ronald Reagan Just Saved Israel From Iran's Attack; In 1986, Sen. Joe Biden mocked as 'reckless' the idea of defending against ballistic missiles","ronald reagan just save israel iran's attack 1986 sen joe biden mock reckless idea defend ballistic missile","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Russia's Wagner Group Plans to Send Air Defenses to Hezbollah, U.S. Says; Lebanese militant group could potentially create a second front against Israel","russia's wagner group plan send air defense hezbollah u.s say lebanese militant group potentially create front israel","Wall_Street_News","Ukraine Conflict"
2024-06-01,"Jun 2024","Russia Aims to Make Life Unlivable in Ukraine's Second City; Ukrainian forces have halted Russia's advance north of Kharkiv, but the city remains in Moscow's crosshairs","russia aim make life unlivable ukraine's city ukrainian force halt russia's advance north kharkiv city remain moscow's crosshairs","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Russia Amps Up Online Campaign Against Ukraine Before U.S. Elections","russia amp online campaign ukraine u.s election","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Russia and China Double Down on Defying U.S. Moscow and Beijing are pulling closer after Washington warned China to avoid strengthening Russia's military capacity as the war in Ukraine drags on","russia china double defy u.s moscow beijing pull close washington warn china avoid strengthen russia's military capacity war ukraine drag","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Russia Arrests U.S. Citizen, Accusing Her of Treason by Aiding Ukraine","russia arrest u.s citizen accuse treason aid ukraine","The New York Times","Ukraine Conflict"
2023-12-01,"Dec 2023","Russia Has Lost Almost 90% of Its Prewar Army, U.S. Intelligence Says; The declassified estimate says 315,000 personnel have been killed or injured in Ukraine","russia lose almost 90 prewar army u.s intelligence say declassify estimate say 315,000 personnel kill injure ukraine","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Russia Jails Veteran Human-Rights Campaigner for Denouncing Ukraine War; Oleg Orlov, co-founder of a Nobel Peace Prize-winning rights group Memorial, convicted in retrial of discrediting Russian military","russia jail veteran human-rights campaigner denounce ukraine war oleg orlov co-founder nobel peace prize-winning right group memorial convict retrial discredit russian military","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","Russia Launches Assault on New Front Against Stretched Ukrainian Forces; Moscow's troops attacked in Ukraine's northeast as Kyiv waits for fresh U.S. military aid","russia launch assault new front stretch ukrainian force moscow's troop attack ukraine's northeast kyiv wait fresh u.s military aid","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Russia Pounds Kharkiv in Deadly Barrage, Straining Ukraine’s Defenses","russia pound kharkiv deadly barrage strain ukraine’s defense","The New York Times","Ukraine Conflict"
2024-05-01,"May 2024","Russia Raises Income Tax on Rich to Pay for Ukraine War; Military expenditure is running at over 6% of GDP, approaching levels reached by the Soviet Union at the height of the Cold War","russia raise income tax rich pay ukraine war military expenditure run gdp approach level reach soviet union height cold war","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Russia Retakes Some Land Hard Won by Ukraine During Counteroffensive","russia retake land hard win ukraine counteroffensive","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Russia Seized 400 Foreign-Owned Jets. Then an Epic Insurance Fight Began. Insurers and owners are in a battle over who pays for planes stranded at start of Ukraine war","russia seize 400 foreign-owned jet epic insurance fight begin insurer owner battle pay plane strand start ukraine war","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Russia Seizes Villages, Exploiting Advantage Gained From Ukraine's Long Wait for Western Aid; Long-awaited military aid is en route but hasn't arrived in time to stave off a recent Russian advance","russia seize village exploit advantage gain ukraine's long wait western aid long-awaited military aid en route arrive time stave recent russian advance","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","Russia Steps Up a Covert Sabotage Campaign Aimed at Europe","russia step covert sabotage campaign aim europe","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Russia Strikes Ukraine’s Railways and Vows to Slow Arrival of U.S. Aid","russia strike ukraine’s railway vow slow arrival u.s aid","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","Russia Targets Ukrainian Cities With Waves of Explosive Drones; The attack, which was largely repelled, is likely the first of a fresh effort to knock out Ukraine's power","russia target ukrainian city wave explosive drone attack largely repel likely first fresh effort knock ukraine's power","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Russia Tried to Weaken Democrats Ahead of 2022 Midterm Vote, U.S. Spy Agencies Say; The Kremlin's operations likely sought to erode support for Ukraine, according to a new report","russia try weaken democrat ahead 2022 midterm vote u.s spy agency say kremlin's operation likely seek erode support ukraine accord new report","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","Russia Turns to Longtime Arms Customers to Boost War Arsenal; As it seeks to replenish the huge quantity of arms being used in Ukraine, Russia has asked for crucial helicopter engines from Egypt, Brazil, Pakistan and Belarus","russia turn longtime arm customer boost war arsenal seek replenish huge quantity arm use ukraine russia ask crucial helicopter engine egypt brazil pakistan belarus","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","Russian Gains in Ukraine Don't Point to a Breakthrough for Moscow, Top U.S. Generals Say; Kyiv says it is now thwarting Russian advances in the north. U.S. sees Moscow grabbing territory but not gaining strategic advantage.","russian gain ukraine point breakthrough moscow top u.s general say kyiv say now thwart russian advance north u.s see moscow grab territory gain strategic advantage","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","Russian Military Plane Crashes Close to Ukraine, Killing 74 Aboard; Moscow accuses Kyiv of shooting down plane, killing Ukrainian soldiers heading to a prisoner-exchange site","russian military plane crash close ukraine kill 74 aboard moscow accuse kyiv shoot plane kill ukrainian soldier head prisoner-exchange site","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Russian Missile, Drone Attack Across Ukraine Kills at Least 30","russian missile drone attack across ukraine kill less 30","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","Russian Missiles Hit Ukrainian Cities Amid Fears Over Air Defenses","russian missile hit ukrainian city amid fear air defense","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Russian Network's Alleged Targeting of European Elections Sparks Belgian Police Probe; The network aims to undermine support for Ukraine, Belgian prime minister says","russian network's allege target european election spark belgian police probe network aim undermine support ukraine belgian prime minister say","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Russian Strikes Hit Ukrainian Cities at a Tense Time for Kyiv","russian strike hit ukrainian city tense time kyiv","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Russian Strikes Slam Ukrainian Power Plants in Tactical Shift; Moscow is exploiting delays in Western aid to Kyiv, prompting Ukraine to make tough choices regarding what to protect","russian strike slam ukrainian power plant tactical shift moscow exploit delay western aid kyiv prompt ukraine make tough choice regard protect","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Russian Tape of Secret German Meeting Reveals Berlin's Thinking on Sending Missiles to Ukraine; In leaked recording, German generals discuss how Kyiv could use sophisticated Taurus missiles to destroy Russia's bridge to Crimea","russian tape secret german meet reveal berlin's think send missile ukraine leak record german general discuss kyiv use sophisticate taurus missile destroy russia's bridge crimea","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Russians Keep Turning Up Dead All Over the World; A helicopter pilot who defected to Ukraine is the latest obvious assassination, but a range of businessmen, bureaucrats and political figures have also suffered suspicious deaths since the invasion","russian keep turn dead world helicopter pilot defect ukraine late obvious assassination range businessman bureaucrat political figure also suffer suspicious death since invasion","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Schumer Calls for Change At Helm Of Israel --- Top U.S. senator u rges new elections; some in GOP say it is wrong to interfere","schumer call change helm israel top u.s senator rges new election gop say wrong interfere","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Schumer Delays Holiday Break, Pressing for Border Deal to Unlock Ukraine Aid","schumer delay holiday break press border deal unlock ukraine aid","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Schumer Plans Vote Next Week on Border and Ukraine Deal, but Prospects Are in Doubt","schumer plan vote next week border ukraine deal prospect doubt","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Schumer Says He Criticized Netanyahu to Save Israel; Democrat's criticism of Israeli leader gets pushback from GOP, divides American Jews","schumer say criticize netanyahu save israel democrat's criticism israeli leader get pushback gop divide american jew","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Schumer’s Critique of Netanyahu Reveals a Growing Gap, Analysts Say","schumer’s critique netanyahu reveal grow gap analyst say","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Sea Corridor for Gaza Tests U.S. Ability to Ease Humanitarian Crisis; The move to facilitate aid deliveries by sea comes after the Biden administration struggled to persuade Israel to let in more by land","sea corridor gaza test u.s ability ease humanitarian crisis move facilitate aid delivery sea come biden administration struggle persuade israel let land","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Seeking a Decisive Blow, Israel Pushes Farther Into Rafah","seek decisive blow israel push far rafah","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Sen. John Fetterman Finds His Voice After Near-Death Experience; Democrat says he's 'not looking to ruffle anyone's feathers' as he breaks with party line on border policy, Israel","sen john fetterman find voice near-death experience democrat say look ruffle anyone's feather break party line border policy israel","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Sen. Rubio Responds on Military Aid to Ukraine; While some votes have shifted in Washington, public sentiment has moved the other way.","sen rubio respond military aid ukraine vote shift washington public sentiment move way","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Senate Aide Investigated Over Unofficial Actions in Ukraine","senate aide investigate unofficial action ukraine","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Senate Approves Aid for Ukraine and Israel, Sending It to Biden’s Desk","senate approve aid ukraine israel send biden’s desk","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Senate Bogs Down on Ukraine and Israel Aid After G.O.P. Blocks Border Deal","senate bog ukraine israel aid g.o.p block border deal","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","Senate Democrats Challenge Biden on Israel, Seeking Assurances About Aid","senate democrat challenge biden israel seek assurance aid","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Senate Democrats put salvaging an aid bill for Israel and Ukraine on hold for at least a day.","senate democrat put salvage aid bill israel ukraine hold less day","The New York Times","Ukraine Conflict"
2023-12-01,"Dec 2023","Senate Heads Into Crucial Week to Strike Deal on Ukraine, Border; A White House stop by Ukraine's Zelensky adds to the pressure over the $110.5 billion emergency package","senate head crucial week strike deal ukraine border white house stop ukraine's zelensky add pressure 110.5 billion emergency package","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Senate Moves Ahead With Vote on Border-Ukraine P ackage; Long-awaited text of proposal could be released Friday as conservatives balk","senate move ahead vote border-ukraine ackage long-awaited text proposal release friday conservative balk","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Senate Passes $95 Billion Package to Help Ukraine and Israel; Measure, which also includes forced sale of TikTok, is signed into law by Biden","senate pass 95 billion package help ukraine israel measure also include force sale tiktok sign law biden","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Senate Passes Aid For Ukraine, Israel","senate pass aid ukraine israel","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Senate Passes Aid to Ukraine, but Fate Is Uncertain in a Hostile House","senate pass aid ukraine fate uncertain hostile house","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Senate Pivots to Ukraine, Israel Aid Proposal --- After GOP blocks border-policy bill, Democratic leaders press military aid","senate pivot ukraine israel aid proposal gop block border-policy bill democratic leader press military aid","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","Senate Races to Finish Border Talks, Pass Ukraine, Israel Aid; Immigration policy called humanitarian parole is top sticking point in negotiations","senate race finish border talk pass ukraine israel aid immigration policy call humanitarian parole top stick point negotiation","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","Senate Rejects Israel Human Rights Measure, but Skepticism on Aid Persists","senate reject israel human right measure skepticism aid persist","The New York Times","Israel Conflict"
2023-12-01,"Dec 2023","Senate Republicans Block Ukraine Aid Bill","senate republican block ukraine aid bill","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","Senate Republicans Demand U.S. Border Clampdown as Condition for Ukraine Aid; White House included immigration funding in $106 billion supplemental plan, but no policy changes","senate republican demand u.s border clampdown condition ukraine aid white house include immigration fund 106 billion supplemental plan policy change","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Senate Takes Christmas Break Without Deal on Border, Ukraine; Leaders say negotiations are making progress but final language will take more work","senate take christmas break without deal border ukraine leader say negotiation make progress final language will take work","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Senate to Vote on Ukraine, Israel After Border Measure Fails; Lawmakers try to find a path forward to provide foreign assistance after Republicans reject immigration provisions","senate vote ukraine israel border measure fail lawmaker try find path forward provide foreign assistance republican reject immigration provision","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","Senators' Top Target in Border Talks: Tighter Asylum Rules for Migrants; Republicans insist on changes to immigration policy as condition for backing Ukraine aid package","senator top target border talk tight asylum rule migrant republican insist change immigration policy condition back ukraine aid package","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Senators Rush to Salvage Ukraine Aid After Border Deal Fails; GOP leader Mitch McConnell sees 'no real chance here to make a law,' while Senate Majority Leader Schumer plans to hold the vote","senator rush salvage ukraine aid border deal fail gop leader mitch mcconnell see real chance make law senate majority leader schumer plan hold vote","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Senators Urge Biden to Stop Arming Israel, Citing Violation of U.S. Aid Law","senator urge biden stop arm israel cite violation u.s aid law","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Senators Work Into Weekend on Ukraine and Israel Bill as G.O.P. Slows Progress","senator work weekend ukraine israel bill g.o.p slow progress","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Shift in Russian Tactics Intensifies Air War in Ukraine","shift russian tactic intensify air war ukraine","The New York Times","Ukraine Conflict"
2024-01-01,"Jan 2024","Short on Shells, Ukraine Relies on Explosive Drones to Hold Russia Back; The drones are more accurate than artillery, but far less powerful. They are helping Ukraine to fend off Russia's forces, at least for now","short shell ukraine rely explosive drone hold russia back drone accurate artillery far little powerful help ukraine fend russia's force less now","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Six Months After Hamas Attack, Israel's World Is Upside Down","six month hamas attack israel's world upside","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","Soccer Player Detained by Turkey After Message of Support for Israel","soccer player detain turkey message support israel","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Some Anti-Israel Protesters Are Paid; Rockefeller Brothers and Soros grants are subsidizing those who disrupt college campuses.","anti-israel protester pay rockefeller brother soros grant subsidize disrupt college campus","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Some European Countries Move to Recognize Palestinian State; Announcements by Norway, Ireland and Spain come amid frustration with Israel's war in Gaza","european country move recognize palestinian state announcement norway ireland spain come amid frustration israel's war gaza","Wall_Street_News","Israel Conflict"
