"abstract","web_url","lead_paragraph","source","pub_date","_id","document_type","headlines"
"Two years after Russia’s full-scale invasion, Ukrainian leaders are seeking a path forward in the face of ferocious assaults and daunting unknowns.","https://www.nytimes.com/2024/02/24/world/europe/ukraine-russia-war.html","The forecasts are anything but optimistic: The best Ukraine can hope for in 2024, many Western officials and analysts say, is to simply hold the line.","The New York Times","2024-02-24T13:41:51+0000","nyt://article/de82ed37-0873-5efc-9ff0-2835c7c12f08","article","Ukraine’s Deepening Fog of War"
"European and other Western leaders gathered in Kyiv to pledge support for Ukraine amid U.S. reluctance, while its troops suffer growing losses on the battlefield, where the Russians have been gaining ground.","https://www.nytimes.com/2024/02/24/world/europe/ukraine-russia-invasion-anniversary.html","In solemn ceremonies and small vigils, state visits, stirring speeches and statements of solidarity, Ukraine and its allies marked the dawn of the third year of Russia’s unprovoked invasion with a single message: Believe.","The New York Times","2024-02-24T15:49:11+0000","nyt://article/7b16f843-9f6c-538f-81dc-5e0e548740fd","article","Ukraine Marks 2nd Anniversary of Russian Invasion, Determined Despite Setbacks"
"A fire that killed at least 10 people left many refugees from Ukraine without homes and others scrambling to rebuild their lives.","https://www.nytimes.com/2024/02/24/world/europe/fire-valencia-spain.html","Vladimir Likhvan fled Russia’s invasion of Ukraine, hoping to find safety in Europe, only to watch helplessly as his new home was destroyed in a fire that raged Thursday through a high-rise apartment complex in Valencia, killing at least 10 people.","The New York Times","2024-02-24T18:48:58+0000","nyt://article/e095ada9-c923-596b-8027-891a608bc381","article","Fire in Valencia, Spain, Leaves Residents Homeless After Panicked Escapes"
"His steadfast support of the Gaza war effort is angering young people and Arab Americans in an election year. But any change risks alienating Jewish voters.","https://www.nytimes.com/2024/02/24/world/middleeast/biden-netanyahu-israel-policy-election.html","The Biden administration’s reversal of Trump-era policy on settlements in the occupied West Bank reflects not just its rising frustration with Israel, but the political bind the president finds himself in, just days before the Democratic primary in Michigan, where a large Arab American population is urging voters to register their anger by voting “uncommitted.”","The New York Times","2024-02-24T22:25:55+0000","nyt://article/49af4dc6-d313-56ac-88e5-de39a5723444","article","Biden Caught in a Political Bind Over Israel Policy"
"Quotation of the Day for Sunday, Feb. 25, 2024.","https://www.nytimes.com/2024/02/25/pageoneplus/quotation-of-the-day-kin-in-ukraine-wait-tearfully-for-pow-son.html","“Life, of course, has changed. Almost every day is filled with tears.”","The New York Times","2024-02-25T05:52:18+0000","nyt://article/30fe660f-c060-51c3-8714-aa9ff0beed6d","article","Quotation of the Day: Kin in Ukraine Wait Tearfully for P.O.W. Son"
"For more than a decade, the United States has nurtured a secret intelligence partnership with Ukraine that is now critical for both countries in countering Russia.","https://www.nytimes.com/2024/02/25/world/europe/cia-ukraine-intelligence-russia-war.html","Nestled in a dense forest, the Ukrainian military base appears abandoned and destroyed, its command center a burned-out husk, a casualty of a Russian missile barrage early in the war.","The New York Times","2024-02-25T10:00:55+0000","nyt://article/5f3802f8-51da-57c3-a181-bea89f39feac","article","The Spy War: How the C.I.A. Secretly Helps Ukraine Fight Putin"
"Homesh, one of the four West Bank settlements dismantled by Israel when it withdrew from Gaza in 2005, has taken on new importance since Oct. 7 and the war against Hamas.","https://www.nytimes.com/2024/02/25/world/middleeast/west-bank-israeli-settlement-homesh.html","For an Israeli settlement that has become such a resounding symbol of religious and right-wing politics in the West Bank, Homesh is not much to look at.","The New York Times","2024-02-25T10:04:24+0000","nyt://article/97617513-1e67-5261-b29c-0233a9c1f911","article","A Re-established West Bank Settlement Symbolizes Hardened Israeli Views"
"Despite death, destruction and deprivation, nearly 90 percent still believe in Ukraine’s ultimate victory — as long as Western aid continues.","https://www.nytimes.com/2024/02/25/todayspaper/weary-but-determined-ukrainians-vow-never-to-bow-to-russia.html","When Russian missiles struck the Ukrainian city of Kharkiv a couple of weeks ago, schoolchildren and their teachers installed in newly built underground classrooms did not hear a thing.","The New York Times","2024-02-25T10:04:56+0000","nyt://article/79af3c72-a052-5a93-9f3b-f632373062e3","article","Weary but Determined, Ukrainians Vow Never to Bow to Russia"
"The tally that President Volodymyr Zelensky revealed on Sunday differs sharply from that given by U.S. officials, who have said the number is closer to 70,000.","https://www.nytimes.com/2024/02/25/world/europe/ukraine-war-toll-zelensky.html","Some 31,000 Ukrainian soldiers have been killed since Russia’s full-scale invasion began two years ago, President Volodymyr Zelensky said on Sunday, acknowledging for the first time in the war a concrete figure for Ukraine’s toll.","The New York Times","2024-02-25T17:21:09+0000","nyt://article/1903d14e-673f-5d60-bc4a-de76f9180298","article","31,000 Ukrainian Soldiers Killed in Two Years of War, Zelensky Says"
"Aaron Bushnell, an active-duty senior airman, repeatedly shouted, “Free Palestine!” as he filmed and livestreamed his protest against Israel’s deadly military actions in Gaza. He had been taken to a hospital on Sunday with life-threatening injuries.","https://www.nytimes.com/2024/02/25/world/middleeast/israel-embassy-man-on-fire.html","An airman who had set himself on fire outside the Israeli Embassy in Washington in protest of civilian deaths in Gaza died of his injuries on Sunday night, a spokeswoman for the U.S. Air Force, Rose M. Riley, said on Monday.","The New York Times","2024-02-25T20:44:47+0000","nyt://article/4677392d-cba4-5ab2-a9b3-4221309ccff4","article","Man Dies After Setting Himself on Fire Outside Israeli Embassy in Washington, Air Force Says"
"Amid signs of progress toward a pause in the fighting, Prime Minister Benjamin Netanyahu said Israeli forces planned to keep pushing into Gaza.","https://www.nytimes.com/2024/02/25/world/middleeast/israel-gaza-rafah.html","Prime Minister Benjamin Netanyahu said Sunday that Israeli forces would push into the southern Gaza Strip city of Rafah regardless of the outcome of talks to pause the fighting that appear to have been making some progress in recent days.","The New York Times","2024-02-26T00:02:44+0000","nyt://article/62e03671-33b3-5e0e-b9f1-daaeb238f79d","article","Israeli Forces Will Move Into Rafah, Cease-Fire Deal or Not, Netanyahu Says"
"With the state’s primary on Tuesday, speakers at a gathering in Dearborn, Mich., pushed voters to cast a ballot for “uncommitted” in objection to President Biden’s handling of the Israel-Hamas war.","https://www.nytimes.com/2024/02/25/us/biden-michigan-israel-gaza.html","Two days before the Michigan Democratic primary, speakers at a rally on Sunday in Dearborn, Mich., urged voters to withhold their support from President Biden over his policy on the war in Gaza — and said that only Mr. Biden and Democrats who support his Israel policies would be to blame if the protest vote helped former President Donald J. Trump win in November.","The New York Times","2024-02-26T04:13:54+0000","nyt://article/5e5e98f2-d629-5ce4-8494-2db40da109e8","article","Rally in Michigan Urges Protest Vote Against Biden’s Israel Policies"
"Kyle Parker says he delivered sniper gear as part of his unabashed support for Ukraine. Investigators say there may be “counterintelligence issues.”","https://www.nytimes.com/2024/02/26/world/europe/ukraine-senate-aide-investigation.html","A senior Capitol Hill staff member who is a longtime voice on Russia policy is under congressional investigation over his frequent trips to Ukraine’s war zones and providing what he said was $30,000 in sniper gear to its military, documents show.","The New York Times","2024-02-26T05:01:09+0000","nyt://article/309cb935-3541-57eb-8555-40cdb129289c","article","Senate Aide Investigated Over Unofficial Actions in Ukraine"
"The hearings on the legality of Israel’s occupation of Palestinian territories have put more pressure on Israel during the war in Gaza.","https://www.nytimes.com/2024/02/26/world/middleeast/icj-hearing-israel-occupation.html","The United Nations’ top court on Monday heard a final day of arguments on the legality of Israel’s decades-long occupation of Palestinian territories, proceedings that have added pressure to Israel at a time when attention focuses on the war in Gaza.","The New York Times","2024-02-26T09:04:14+0000","nyt://article/7f6e9be2-f92b-5528-b520-74b09f01d3b6","article","Top U.N. Court Holds Last Day of Hearings on Israeli Occupation"
"The French leader said that talks had not resulted in any consensus among European officials on putting troops on the ground in an “official” way, but that “anything is possible.”","https://www.nytimes.com/2024/02/26/world/europe/europe-ukraine-support-meeting.html","President Emmanuel Macron of France on Monday said “nothing should be ruled out” after he was asked about the possibility of sending Western troops to Ukraine in support of the embattled nation’s war against Russia.","The New York Times","2024-02-26T11:32:39+0000","nyt://article/94bb4adb-d7e8-574e-91e0-6e46baeaf031","article","Macron Does Not Rule Out Sending Western Troops to Ukraine"
"At least two Hezbollah fighters were killed in strikes in the Bekaa Valley, and at least six other people were wounded, the mayor of a nearby city said.","https://www.nytimes.com/2024/02/26/world/middleeast/israel-lebanon-strikes.html","Israeli airstrikes inside Lebanon on targets associated with the Hezbollah militia hit deeper than any in recent years on Monday, targeting an area close to the Syrian border.","The New York Times","2024-02-26T13:52:01+0000","nyt://article/b8b02af7-2cb3-5af0-ba04-ee181f5d4b2b","article","Israel Launches Its Deepest Airstrikes in Lebanon in Years"
"The House Democratic leader is facing a critical test of whether he can hold his party together long enough to force a vote on an aid package for Ukraine amid progressive opposition to its funding for Israel.","https://www.nytimes.com/2024/02/26/us/politics/hakeem-jeffries-ukraine-israel-house.html","The stalemate on Capitol Hill over sending vital military aid to Ukraine is posing a critical test for Representative Hakeem Jeffries, the New York Democrat and minority leader, who may hold the only remaining key to overcoming Republican opposition.","The New York Times","2024-02-26T16:57:11+0000","nyt://article/73ec26da-88a1-5a8c-8cdb-d7bfce47868a","article","Jeffries Weighs How to Force Ukraine Aid Vote While Keeping Democrats United"
"The International Court of Justice, the U.N.’s highest judicial body, is in the rare position of weighing in on a closely watched global conflict while hostilities are ongoing.","https://www.nytimes.com/2024/02/26/world/middleeast/international-court-justice-israel-palestinians.html","Hamas’s Oct. 7 attack on Israel had many unpredictable consequences, but the elevation of the International Court of Justice to global public attention is a particularly unexpected one.","The New York Times","2024-02-26T17:06:39+0000","nyt://article/ee0f24a9-df25-59b2-b665-192bd4def89d","article","How a Slow-Moving Court Became the Center of the World’s Hottest Debate"
"On frozen roads with frozen pens, a reporter navigates bunkers and interviews weary soldiers.","https://www.nytimes.com/2024/02/26/insider/ukraine-reporting.html","Reporting on the war in Ukraine often feels like one long camping expedition. You bundle up in warm layers and set off in the dark to get into place — embedded with a military unit, for example, somewhere along the 600-mile front line — before sunrise.","The New York Times","2024-02-26T18:35:10+0000","nyt://article/228f8894-9fb8-5d5b-9273-8d318e37d1a0","article","Another Winter at the Front Lines in Ukraine"
"Israel negotiators are reported to be considering the release of high-profile Palestinians convicted of terrorism in exchange for freedom for some of the hostages in Gaza.","https://www.nytimes.com/2024/02/26/world/middleeast/israel-hamas-gaza-cease-fire-talks.html","Israeli negotiators have offered a significant concession in cease-fire talks with Hamas, signaling that they might be open to releasing high-profile Palestinians jailed on terrorism charges in exchange for some Israeli hostages still being held in the Gaza Strip, according to two officials with knowledge of the talks.","The New York Times","2024-02-27T00:00:17+0000","nyt://article/98d8e637-3285-5a0f-af66-605fa071457f","article","Israelis Broach a Concession in Hostage Talks With Hamas"
"Quotation of the Day for Tuesday, February 27, 2024.","https://www.nytimes.com/2024/02/26/pageoneplus/quotation-of-the-day-weary-but-hopeful-ukrainians-are-unbowed.html","“Each missile they shoot at us just fuels our fury.”","The New York Times","2024-02-27T04:53:26+0000","nyt://article/9e398a0d-7eb5-58e0-a5fc-e371b98d4ab5","article","Quotation of the Day: Weary but Hopeful, Ukrainians Are Unbowed"
"After two “very controversial” appearances behind the “Daily Show” desk, Stewart decided to dial it down a bit for his third.","https://www.nytimes.com/2024/02/27/arts/television/jon-stewart-israel-gaza.html","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.","The New York Times","2024-02-27T08:35:09+0000","nyt://article/198ab894-fe5d-599f-a8a8-f3ed921e1433","article","Jon Stewart Takes on ‘Something Light’: Israel and Gaza"
"It’s been a long time since the Entebbe rescue.","https://www.nytimes.com/2024/02/27/opinion/israel-hostage-negotiations-entebbe.html","Israelis were exhilarated when two hostages held by Hamas in Gaza since Oct. 7 were rescued this month in a daring raid by the Israeli military. It wasn’t just the thrill of seeing the hostages alive in their families’ arms. The rescue reminded many of Israel’s stunning hostage rescue in Entebbe, Uganda, in 1976, when more than 100 hostages from an airplane hijacked by militant Palestinians and Germans were freed.","The New York Times","2024-02-27T10:03:31+0000","nyt://article/b8f4597e-f236-525c-9ef1-5919d7468edd","article","Myth and Reality in Israel’s Hostage Negotiations"
"Russian forces have an unorthodox view of acceptable levels of military losses, with a willingness to expend troops and equipment to make even small gains on the battlefield.","https://www.nytimes.com/2024/02/27/world/europe/russia-deaths-avdiivka-strategy.html","As the Russian military launched its offensive on the eastern Ukrainian city of Avdiivka last fall, Ukrainian troops noticed a change in their tactics as column after column of Russian forces were ravaged by artillery fire.","The New York Times","2024-02-27T10:30:11+0000","nyt://article/f4f2b5d3-2421-5747-a9de-eaa7b43cd236","article","In Ukraine, Russia Is Inching Forward Death by Death"
"The Treasury secretary said she called on Prime Minister Benjamin Netanyahu of Israel to reduce barriers to commerce for Palestinians.","https://www.nytimes.com/2024/02/27/us/politics/yellen-israel-west-bank.html","Treasury Secretary Janet L. Yellen said on Tuesday that she had personally urged Prime Minister Benjamin Netanyahu of Israel to increase commercial engagement with the West Bank, contending that doing so was important for the economic welfare of both Israelis and Palestinians.","The New York Times","2024-02-27T12:18:47+0000","nyt://article/480e5839-b698-5554-9bff-1b5c61914075","article","Yellen Urges Israel to Restore Economic Ties to West Bank"
"The warning came in response to comments by President Emmanuel Macron of France, who said “nothing should be ruled out” when asked about the possibility.","https://www.nytimes.com/2024/02/27/world/europe/russia-nato-france-macron.html","A provocative comment by President Emmanuel Macron of France about the possibility of putting troops from NATO countries in Ukraine has prompted a warning from the Kremlin and hurried efforts by European leaders to distance themselves from the suggestion.","The New York Times","2024-02-27T12:22:44+0000","nyt://article/9b556107-0c61-5dd5-bbda-4ed20dadea54","article","Kremlin Warns Against NATO Ground Intervention in Ukraine"
"The election will not be a referendum on the performance of Prime Minister Benjamin Netanyahu, but more candidates than usual are not advertising connections to his Likud party.","https://www.nytimes.com/2024/02/27/world/middleeast/municipal-elections-israel.html","Israel held local elections on Tuesday, the first time that voters have gone to the polls since the Hamas-led attacks on Oct. 7 and the war in Gaza reshaped Israeli society and prioritized security on the national agenda.","The New York Times","2024-02-27T13:13:16+0000","nyt://article/9f570fe6-4038-51b7-9228-c475d351d359","article","2024 Israeli Municipal Elections May Offer a Glimpse of the Political Mood"
"Plus, the latest on a possible cease-fire in Gaza.","https://www.nytimes.com/2024/02/27/world/asia/nato-hamas-israel-cease-fire.html","Russia warned yesterday that a ground intervention in Ukraine by any NATO country would lead to a direct clash between the Western military alliance and Russian forces. The response came a day after France’s president, Emmanuel Macron, made a provocative comment about the possibility of allied countries sending in troops.","The New York Times","2024-02-27T20:23:56+0000","nyt://article/15893d50-421f-5533-b725-e1827117f5cb","article","Wednesday Briefing: Russia Warned Against NATO Troops in Ukraine"
"The backlash to some winners’ speeches at the festival shows how polarized and fraught Germany’s culture scene has become.","https://www.nytimes.com/2024/02/27/movies/berlin-film-festival-israel-gaza.html","When Yuval Abraham and Basel Adra walked onstage at the Berlin International Film Festival on Saturday night, they had come to talk about more than movies.","The New York Times","2024-02-27T21:07:34+0000","nyt://article/045a3a67-839c-5b9d-b8ce-9931ef1a22ae","article","Criticism of Israel at Berlin Film Festival Stirs Antisemitism Debate"
"“If you’re a Democratic incumbent running for re-election, young voters are an essential part of your coalition,” an independent pollster said, pointing to concerns for Democrats come November.","https://www.nytimes.com/2024/02/27/us/politics/biden-young-voters-trump-michigan.html","The energy on Michigan college campuses ahead of the 2022 midterms, students said, was electric.","The New York Times","2024-02-27T23:08:35+0000","nyt://article/369d316a-b49b-5b3d-bd05-527f1a0af56b","article","Young Voters Say Their Discontent Goes Deeper Than Israel and Gaza"
"Israel’s very legitimacy is being undermined by the enormous casualties in Gaza and its government’s failure to provide a credible postwar plan.","https://www.nytimes.com/2024/02/27/opinion/israel-gaza-peace-thomas-friedman.html","I’ve spent the past few days traveling from New Delhi to Dubai and Amman, and I have an urgent message to deliver to President Biden and the Israeli people: I am seeing the increasingly rapid erosion of Israel’s standing among friendly nations — a level of acceptance and legitimacy that was painstakingly built up over decades. And if Biden is not careful, America’s global standing will plummet right along with Israel’s.","The New York Times","2024-02-28T00:00:13+0000","nyt://article/bcc28731-01ce-5835-af0c-b268c6900ffb","article","Israel Is Losing Its Greatest Asset: Acceptance"
"Inspired by the unity they experienced in the military, thousands of reservists returning from the front line in Gaza are organizing for political change.","https://www.nytimes.com/2024/02/28/world/middleeast/israel-reserve-soldiers-gaza.html","Gathered this month around a campfire on the edge of a forest in central Israel, the soldiers planned their next mission: saving their deeply divided country from itself.","The New York Times","2024-02-28T05:01:11+0000","nyt://article/fcc5f082-f4d7-5851-a1d6-df97f0394b08","article","Back From War, Reserve Soldiers Set Their Sights on Israel’s Politics as Usual"
"A Times investigation showed how the war helped Serhiy Pashinsky rehabilitate a troubled reputation. Now he faces charges related to accusations about his past.","https://www.nytimes.com/2024/02/28/world/europe/ukraine-weapons-politician-charged-corruption.html","A high-profile Ukrainian former politician who has become central to the country’s effort to obtain weapons was arrested on corruption charges earlier this month, officials said.","The New York Times","2024-02-28T13:02:32+0000","nyt://article/686a1ba9-c905-55d6-934d-9fb229099ae2","article","Ukraine Charges Key Figure in Arms Trade With Corruption"
"The House Democratic leader said “a reasonable number” of Democrats would vote to save the Republican speaker if his party sought to oust him over allowing a vote on a foreign aid bill.","https://www.nytimes.com/2024/02/28/us/politics/hakeem-jeffries-mike-johnson.html","Representative Hakeem Jeffries, the Democratic leader, said on Wednesday that he believed “a reasonable number” of lawmakers in his party would protect Speaker Mike Johnson from removal from his post if he allowed a vote on a foreign aid bill that includes money for Ukraine and faced a Republican mutiny as a result.","The New York Times","2024-02-28T19:43:39+0000","nyt://article/23f91efa-5dc6-5e9b-aa89-f7bb35f1d543","article","Jeffries Suggests Democrats Would Save Johnson From Removal Over Ukraine Aid"
"Thousands of artists, curators and creative professionals had signed an open letter that cited “ongoing atrocities against Palestinians in Gaza.”","https://www.nytimes.com/2024/02/28/arts/design/venice-biennale-israel-petition-disregarded.html","In a sign of the deep divisions over the war in Gaza, thousands of artists signed an open letter urging the Venice Biennale to ban “any official representation of Israel” during the art world’s most important event.","The New York Times","2024-02-28T22:42:12+0000","nyt://article/867d80b3-8c54-5c58-9cc9-cf0caa82d193","article","Venice Biennale Says It Will Disregard Petition to Ban Israel"
"Aaron Bushnell, the cyberdefense operations specialist who lit himself on fire to protest Israel’s killing of Palestinians, had left an isolated Christian community for the Air Force before turning to activism.","https://www.nytimes.com/2024/02/28/us/aaron-bushnell-israel-embassy-fire.html","Dressed in his U.S. Air Force uniform, Aaron Bushnell walked up to the Israeli embassy in Washington one afternoon this week and calmly described his intention to “engage in an extreme act of protest” against Israel’s military offensive in Gaza.","The New York Times","2024-02-28T23:42:14+0000","nyt://article/e0e841d5-7888-5e2e-b9df-504a2cf1138f","article","U.S. Airman’s Winding Path Ended in Self-Immolation to Protest Israel"
"The United States and several European nations have been caught up in toxic debates that have altered election campaigns and led to eruptions of inflammatory language over the conflict.","https://www.nytimes.com/2024/02/29/world/europe/israel-hamas-war-uk-parliament.html","Inside Britain’s Parliament, lawmakers jeered, booed, and stormed out of the House of Commons to protest the speaker’s handling of a vote calling for a cease-fire in Gaza. Outside, a crowd of pro-Palestinian demonstrators projected the slogan, “From the river to the sea,” on to the facade of Big Ben, drawing denunciations from those who view it as a rallying cry for the eradication of Israel.","The New York Times","2024-02-29T05:01:13+0000","nyt://article/3ffb7a1f-01d8-515f-8b97-772a525346d1","article","In Britain, Shockwaves From Israel-Hamas War Are Jolting Domestic Politics"
"“We also have weapons that can strike targets on their territory,” Mr. Putin said in an annual speech. “Do they not understand this?”","https://www.nytimes.com/2024/02/29/world/europe/putin-speech-ukraine-nuclear-conflict.html","President Vladimir V. Putin of Russia said the West faced the prospect of nuclear conflict if it intervened more directly in the war in Ukraine, using an annual speech to the nation on Thursday to escalate his threats against Europe and the United States.","The New York Times","2024-02-29T11:04:50+0000","nyt://article/5459ddb9-0827-5a8e-90d3-ac4fafe281e2","article","Putin Says West Risks Nuclear Conflict if It Intervenes More in Ukraine"
"The top human rights official at the United Nations condemned Israel’s military offensive in Gaza in an especially forceful statement on Thursday and warned that an assault on Rafah would add a new level of horror to the war.","https://www.nytimes.com/2024/02/29/world/middleeast/un-human-rights-gaza-israel.html","The top human rights official at the United Nations condemned Israel’s military offensive in Gaza in an especially forceful statement on Thursday and warned that an assault on Rafah would add a new level of horror to the war.","The New York Times","2024-02-29T13:01:20+0000","nyt://article/7d62e5d3-c081-5519-83f2-9faaab0bf914","article","The U.N.’s top rights official condemns the ‘brutality’ of Israel’s offensive in Gaza."
"A short-term measure carries political and military risks as the Biden administration considers whether to tap into U.S. stockpiles again.","https://www.nytimes.com/2024/02/29/us/politics/ukraine-weapons-pentagon.html","The Biden administration is considering whether to provide Ukraine with badly needed arms and ammunition from Pentagon stockpiles even though the government has run out of money to replace those munitions, according to two U.S. officials and a senior lawmaker.","The New York Times","2024-02-29T13:59:22+0000","nyt://article/af222795-8928-5144-b6eb-5f18219ebcf9","article","Pentagon Weighs New Plan to Ship Weapons to Ukraine Quickly"
"The president had hoped an agreement could be reached by Monday. That now seems unlikely, he said.","https://www.nytimes.com/2024/02/29/world/middleeast/biden-cease-fire-israel-gaza.html","President Biden said on Thursday that while he was still learning details of the shooting that killed or wounded hundreds in northern Gaza, he thought the deaths could jeopardize efforts to reach a cease-fire agreement between Israel and Hamas.","The New York Times","2024-02-29T16:50:26+0000","nyt://article/00ece032-2a14-548a-992a-65c7134c2b23","article","Biden Says Gaza Shooting Will Complicate Israel-Hamas Cease-Fire Talks"
"It was another sign of escalating tensions between Israelis and Palestinians in the West Bank since Hamas’s attack on Oct. 7.","https://www.nytimes.com/2024/02/29/world/middleeast/israel-west-bank-shooting.html","A shooting at a gas station outside a settlement in the Israeli-occupied West Bank on Thursday afternoon left two Israeli men dead, according to Israeli officials, who said the gunman was also killed.","The New York Times","2024-02-29T18:54:03+0000","nyt://article/58bf5ff7-da5a-52f3-9b18-2e7a9590de91","article","Two Israeli Men Killed in West Bank Shooting, Officials Say"
"Plus Donald Trump’s delay tactics paid off.","https://www.nytimes.com/2024/02/29/briefing/gaza-israel-putin-nuclear-threat-donald-trump-supreme-court.html","Israeli forces opened fire yesterday as a crowd gathered near an aid convoy in Gaza City, leaving dozens killed or injured, according to the Palestinian Authority news agency and an Israeli official.","The New York Times","2024-02-29T20:38:51+0000","nyt://article/b65466db-6e60-5256-9c70-de391e72a78c","article","Friday Briefing: Many Killed in Gaza as Israelis Open Fire"
"Palestinian and Israeli officials offered differing accounts of a deadly scene in northern Gaza, in which local health officials said more than 100 people were killed.","https://www.nytimes.com/2024/02/29/world/middleeast/israel-gaza-palestinian-death-toll.html","Israeli forces opened fire on Thursday as a crowd gathered near a convoy of aid trucks in Gaza City in a chaotic scene in which scores were killed and injured, according to Gazan officials and the Israeli military, which attributed most of the deaths to a stampede.","The New York Times","2024-03-01T00:00:22+0000","nyt://article/1b4fb6c2-ae28-5ee1-800c-d6a20073c91a","article","As Hungry Gazans Crowd an Aid Convoy, a Crush of Bodies, Israeli Gunshots and a Deadly Toll"
"Will exhaustion and despair lead to some kind of resolution for Palestinians and Israelis?","https://www.nytimes.com/2024/03/01/opinion/israel-gaza-palestinians-hostages.html","As the morning of Oct. 7 recedes into the distance, its horrors only seem to be growing. Again and again, we Israelis tell ourselves what has become part of the formative story of our identity and our destiny. How for several hours Hamas terrorists invaded the homes of Israelis, murdered some 1,200 people, raped and kidnapped, looted and burned. During those nightmarish hours, before the Israel Defense Forces snapped out of its shock, Israelis had a harsh and concrete glimpse of what might happen if their country not only suffered a punishing blow but also actually ceased to exist. If Israel were no longer.","The New York Times","2024-03-01T10:02:11+0000","nyt://article/d9362cdf-8da1-56c0-97c0-817d9043bac1","article","Israel Is Falling Into an Abyss"
"Richard Haass on why America’s strategy on both Ukraine and Israel is untenable, and what he thinks should be the north star.","https://www.nytimes.com/2024/03/01/opinion/ezra-klein-podcast-richard-haass.html","Joe Biden’s presidency has been dominated by two foreign policy crises: the wars in Ukraine and Gaza. The funding the United States has provided in those wars — billions to both Ukraine and Israel — has drawn backlash from both the right and the left. And now, as the conflicts move into new stages with no clear end game, Biden’s policies are increasingly drawing dissent from the center.","The New York Times","2024-03-01T10:02:55+0000","nyt://article/7ee0c35b-22a0-5c74-9799-6c25c37d416e","article","The Wars in Ukraine and Gaza Have Changed. America’s Policy Hasn’t."
"In a visit to the White House by Italy’s far-right prime minister, Giorgia Meloni, the president declared that “we have each other’s backs” and “we also have Ukraine’s back.”","https://www.nytimes.com/2024/03/01/us/politics/biden-giorgia-meloni-ukraine.html","President Biden turned to an unlikely ally on Friday in his drive to build support for Ukraine’s war effort as U.S. aid falters, declaring during a White House visit by the far-right prime minister of Italy that the two leaders “have each other’s backs” and “have Ukraine’s back.”","The New York Times","2024-03-02T00:28:13+0000","nyt://article/02b23d11-96dc-5dad-a714-97272ab8fba2","article","Biden Unites With an Unlikely Ally to Champion Ukraine"
"Sure, the West applies more scrutiny to Israel than to other countries, but that shouldn’t deflect from the catastrophe in Gaza.","https://www.nytimes.com/2024/03/02/opinion/israel-gaza-double-standard.html","Does the West have a double standard when it comes to Israel, pouncing on everything it does with undue harshness?","The New York Times","2024-03-02T12:00:05+0000","nyt://article/98a77d75-add3-5843-8cea-7959fb2f2a0c","article","Israel, Gaza and Double Standards, Including Our Own"
"How to think about the moral complexities in the Israel-Gaza war.","https://www.nytimes.com/2024/03/02/opinion/israel-hamas-war-civilians.html","When the United States and its Middle Eastern allies went to war against the Islamic State in Iraq and Syria, there was nothing clean or surgical about the campaign.","The New York Times","2024-03-02T12:00:15+0000","nyt://article/68635937-95eb-5f9b-bd28-60329ea2e39a","article","The Justice of Israel’s War in Gaza Will Depend on How It Ends"
"The vice president expects to discuss the urgency of a hostage deal and getting food and supplies to Palestinian civilians with a member of Netanyahu’s war cabinet.","https://www.nytimes.com/2024/03/02/world/middleeast/kamala-harris-israel-hostage-deal-aid.html","Vice President Kamala Harris is scheduled to meet with Benny Gantz, a member of the Israeli war cabinet, in Washington on Monday, according to a White House official and a spokesman for Mr. Gantz.","The New York Times","2024-03-02T21:47:11+0000","nyt://article/8c29a5d9-ac06-529d-aa1e-0c513c5ea123","article","Harris to Meet With Top Israeli Official as Truce Talks Continue"
"It was one of four convoys put together by local Palestinian businessmen this week at the behest of Israeli officials, who promised to provide security.","https://www.nytimes.com/2024/03/02/world/middleeast/gaza-aid-convoy-israel-palestinians.html","The Gaza aid convoy that ended in bloodshed this week was organized by Israel itself as part of a newly hatched partnership with local Palestinian businessmen, according to Israeli officials, Palestinian businessmen and Western diplomats.","The New York Times","2024-03-02T22:34:27+0000","nyt://article/97942d6b-d1c1-5e6c-8011-cd11fa815705","article","Israel Helped Organize Convoy That Ended in Disaster"
"Dozens of other displaced Palestinians who had been sheltering nearby were also injured, the officials said.","https://www.nytimes.com/2024/03/02/world/middleeast/rafah-hospital-strike.html","An Israeli strike outside a hospital in Rafah, in southern Gaza, on Saturday killed at least 11 people and injured dozens of other displaced Palestinians, including children, who were sheltering in tents nearby, the Gaza Health Ministry said.","The New York Times","2024-03-02T22:54:24+0000","nyt://article/91629dba-6cdb-528d-84ed-c1408715809d","article","Israeli Strike Near Rafah Hospital Kills at Least 11, Gaza Officials Say"
"Israeli officials did not attend after Hamas was said to have refused a request from Israel to provide a list of the hostages who were still alive.","https://www.nytimes.com/2024/03/03/world/middleeast/cease-fire-hamas-israel-cairo.html","A Hamas delegation arrived in Cairo on Sunday for talks aimed at achieving a cease-fire in the war in Gaza and an exchange of hostages held by militants there for Palestinian prisoners, according to an official in the group, Basem Naim. But a breakthrough in the negotiations did not appear to be imminent, as Israel decided not to attend.","The New York Times","2024-03-03T13:12:26+0000","nyt://article/a01c5181-a37e-5c68-8aa4-64fd315974c6","article","Israel Opts Out of Cease-Fire Talks as Hamas Delegation Arrives in Cairo"
